# n ksql sqlbox sqlite3
500 0.09475 0.0395593 0.025 0.0161245 0.0075 0.0104283
1000 0.18625 0.0581243 0.04825 0.0316139 0.0115 0.00653835
2000 0.346 0.0556237 0.115 0.0799062 0.02825 0.0201106
4000 0.706 0.0757562 0.20275 0.109178 0.03575 0.0128233
8000 1.3965 0.113392 0.35675 0.0857143 0.08125 0.0421419
16000 2.80125 0.167185 0.69175 0.0704588 0.1615 0.0398466
