# n ksql sqlbox sqlite3
500 0.29225 0.134397 0.1395 0.0479035 0.11275 0.0284594
1000 0.62825 0.188916 0.30475 0.127906 0.2455 0.092167
2000 1.08625 0.143277 0.55625 0.122815 0.47475 0.0885999
4000 2.33575 0.267038 1.114 0.190877 0.918 0.125383
8000 4.92775 0.531942 2.26525 0.29129 1.82125 0.154065
16000 9.32625 0.750166 4.46075 0.513719 3.69325 0.319909
