# n ksql sqlbox sqlite3
500 0.02625 0.021058 0.0025 0.00661438 0.0035 0.00653835
1000 0.05875 0.0426138 0.003 0.00714143 0.005 0.0083666
2000 0.1185 0.075085 0.009 0.0131909 0.002 0.006
4000 0.1835 0.0603552 0.02025 0.0172464 0.00625 0.00940412
8000 0.37925 0.117545 0.02525 0.0164298 0.01525 0.0132264
16000 0.71225 0.0983231 0.03525 0.0178868 0.0265 0.0194358
