# n ksql sqlbox sqlite3
500 0.02425 0.014472 0.016 0.0142829 0.0015 0.00421307
1000 0.05325 0.0327405 0.05675 0.0306094 0.003 0.006
2000 0.10725 0.0466362 0.09025 0.052129 0.0025 0.00766485
4000 0.17275 0.0253956 0.15025 0.0921815 0.00525 0.00921615
8000 0.3435 0.0501772 0.24875 0.14169 0.01125 0.00780625
16000 0.7005 0.136289 0.44975 0.207491 0.0275 0.0216506
